Title,Artist,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,DateAcquired,URL,Height (cm),Width (cm)
To Plague His Heart from Levana and Our Ladies of Sorrow,Ben Shahn,(American),(Male),One from a portfolio of ten lithographs,"composition (irreg.): 7 5/16 x 11 3/16"" (18.6 x 28.4 cm); sheet: 13 í_9 15/16"" (33 í_25.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/32158,18.6,28.4
Construction,Aleksandr Rodchenko,(Russian),(Male),Ink and colored ink on paper,"12 3/4 x 7 3/4"" (32.4 x 19.7 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/33112,32.4,19.7
Black Candle in a Blue Room,Adja Yunkers,(American),(Male),Gouache on paper,"18 7/8 x 13 3/8"" (48 x 34 cm)",Purchase,Drawing,4/5/40,http://www.moma.org/collection/works/33201,47.9,34
Handball,Ben Shahn,(American),(Male),Gouache on paperboard,"22 3/4 x 31 1/4"" (57.8 x 79.4 cm)",Abby Aldrich Rockefeller Fund,Drawing,4/5/40,http://www.moma.org/collection/works/33365,57.8,79.4
New Orleans Market,Jules Pascin,(American),(Male),Watercolor on paper,"10 3/4 x 8 3/8"" (27.2 x 21.3 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34436,27.3,21.3
Iris and Pansies,Peter Blume,(American),(Male),Pencil on paper,"17 7/8 x 10 3/4"" (43.5 x 27.3 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/34619,45.4,27.3
Washington Square,William Glackens,(American),(Male),"Charcoal, pencil, colored pencil, gouache, and watercolor on paper","29 1/8 x 22 1/8"" (73.9 x 56.2 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/34636,74,56.2
"Woman, Head on Hand",Amedeo Modigliani,(Italian),(Male),Pencil on paper,"19 3/8 x 11 7/8"" (49.2 x 30.2 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/34651,49.2,30.2
Portrait of a Woman,Amedeo Modigliani,(Italian),(Male),Pencil on paper,"19 3/8 x 11 3/4"" (49.2 x 29.8 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34665,49.2,29.8
Head of a Girl,Eugene Speicher,(American),(Male),Contí_crayon on paper,"14 5/8 x 10 3/4"" (37.1 x 27.3 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34677,37.1,27.3
Jules Pascin,Peggy Bacon,(American),(Female),Transfer drawing,"16 1/4 x 13 5/8"" (41.2 x 34.6 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34739,41.2,34.6
The Good Samaritan,Eugene Berman,(American),(Male),Ink on paper,"20 5/8 x 16"" (52.2 x 40.6 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34785,52.4,40.6
Birch Trees,Emile Branchard,(American),(Male),Ink on paper,"8 1/2 x 11"" (21.5 x 27.8 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34809,21.6,27.9
Winding Road,Emile Branchard,(American),(Male),Ink on paper,"5 3/8 x 8 1/8"" (13.6 x 20.6 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34821,13.7,20.6
"Sunday Stroll, Vienna",Adolf Dehn,(American),(Male),Ink on paper,"12 1/4 x 19"" (31 x 48.2 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34851,31.1,48.3
Nude in Chemise,Emil Ganso,(American),(Male),Charcoal pencil and pastel on paper,"16 1/4 x 21"" (41.3 x 53.3 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34894,41.3,53.3
Going to Get Married,"George Overbury (""Pop"") Hart",(American),(Male),"Charcoal, pencil, and ink on gray paper","11 3/8 x 7 5/8"" (29.0 x 19.2 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/34952,28.9,19.4
Squash,Wanda Gíçg,(American),(Female),Ink on paper,"7 1/4 x 11"" (18.4 x 27.9 cm)",Gift of Blanchette Hooker Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35034,18.4,27.9
Portrait of Pop Hart,Richard Lahey,(American),(Male),Charcoal on paper,"18 x 12"" (45.7 x 30.5 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35106,45.7,30.5
Woman's Head,Gaston Lachaise,(American),(Male),Chalk on paper,"18 x 13 3/8"" (45.7 x 35.7 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35123,45.7,34
Standing Girl (Stehendes Mí_dchen),Wilhelm Lehmbruck,(German),(Male),Crayon on paper,"17 x 10 3/8"" (43.2 x 26.4 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35154,43.18008636,26.4
Feet (no. 2),Josí_Clemente Orozco,(Mexican),(Male),Charcoal on paper,"10 3/4 x 17"" (27.3 x 43.2 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35173,27.3,43.2
Male Torso,Josí_Clemente Orozco,(Mexican),(Male),Crayon on brown paper,"25 1/4 x 18 3/4"" (61.4 x 47.6 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35180,64.1,47.6
Figure Study,Jules Pascin,(American),(Male),Lithographic crayon on paper,"15 1/8 x 19 1/8"" (38.5 x 48.6 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35188,38.4,48.6
Self-Portrait,Jules Pascin,(American),(Male),Carbon transfer,"18 7/8 x 11 7/8"" (47.9 x 30.4 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35197,47.9,30.2
George Biddle and Jane Belo,Jules Pascin,(American),(Male),Lithographic crayon on paper,"21 1/8 x 19 1/4"" (53.6 x 48.9 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35206,53.7,48.9
Mother and Child,Diego Rivera,(Mexican),(Male),Ink and pencil on paper,"24 3/8 x 18 5/8"" (62 x 47.4 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35231,61.9,47.3
Two Figures,Diego Rivera,(Mexican),(Male),"Chalk, wash, and pencil on gray paper","9 1/4 x 10 3/4"" (23.2 x 27.3 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35246,23.5,27.3
Woman with Two Children,Diego Rivera,(Mexican),(Male),Red and black chalk on gray paper,"7 x 8 7/8"" (17.8 x 22.5 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35252,17.8,22.5
Nude Study,Auguste Rodin,(French),(Male),Ink on paper,"6 7/8 x 4 1/4"" (17.5 x 10.8 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35263,17.5,10.8
Barn,Charles Sheeler,(American),(Male),Contí_crayon on paper,"4 1/4 x 6"" (10.8 x 15.2 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35279,10.8,15.2
Head of a Girl,Eugene Speicher,(American),(Male),Contí_crayon on paper,"14 1/2 x 11 3/8"" (36.9 x 38.9 cm)","Gift of Mr. John D. Rockefeller, Jr.",Drawing,4/5/40,http://www.moma.org/collection/works/35288,36.8,28.9
Head of Marie Honneger,John Storrs,(American),(Male),Crayon on paper,"13 1/4 x 10 1/8"" (34 x 26 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35296,33.7,25.7
Edna St. Vincent Millay,William Zorach,(American),(Male),Charcoal on paper,"22 5/8 x 18 3/4"" (57.5 x 47.8 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35305,57.5,47.6
Landscape,Charles Hopkinson,(American),(Male),Watercolor on paper,"15 x 22 3/8"" (38.1 x 56.8 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35328,38.1,56.8
The Athlete,Max Weber,(American),(Male),Gouache and ink on paper on board,"10 5/8 x 7"" (27 x 18 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35358,27,17.8
The Blue Ribbon,Max Weber,(American),(Male),Gouache on paper on board,"11 1/8 x 7 1/8"" (28.3 x 18.3 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35364,28.3,18.1
The Chinese Vase,Max Weber,(American),(Male),Gouache on paper on board,"7 5/8 x 9 1/4"" (19.4 x 23.7 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35370,19.4,23.5
The Flower Pot,Max Weber,(American),(Male),"Gouache, ink, and pencil on paper on board","7 1/8 x 10 3/4"" (18.1 x 27.4 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35376,18.1,27.3
Morning,Max Weber,(American),(Male),Gouache and ink on paper on board,"7 x 10 7/8"" (17.8 x 27.8 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35382,17.8,27.6
The Rabbi,Max Weber,(American),(Male),Gouache on paper on board,"8 7/8 x 6 7/8"" (22.8 x 17.7 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35388,22.5,17.5
The Sisters,Max Weber,(American),(Male),Gouache on paper on board,"10 1/8 x 7"" (25.9 x 17.8 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35395,25.7,17.8
Sleep,Max Weber,(American),(Male),Gouache and ink on paper on board,"7 1/8 x 11 1/4"" (18.1 x 28.5 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35401,18.1,28.6
Young Woman,Max Weber,(American),(Male),Gouache on paper on board,"8 1/8 x 7"" (20.6 x 18 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35407,20.6,17.8
Wonderment,Max Weber,(American),(Male),Gouache on paper on board,"8 1/4 x 5 1/2"" (21.2 x 13.9 cm)",Gift of Abby Aldrich Rockefeller,Drawing,4/5/40,http://www.moma.org/collection/works/35411,21,14
Dancer (Tí_nzerin),Georg Kolbe,(German),(Male),Ink on paper,"18 3/8 x 14 1/4"" (46.7 x 36.2 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35416,46.7,36.19507239
Nude (Akt),Georg Kolbe,(German),(Male),Pencil and watercolor on paper,"19 1/2 x 14 5/8"" (49.5 x 37.1 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35427,49.5,37.1
"Butte, Utah",Adolf Dehn,(American),(Male),Watercolor and pencil on paper,"20 3/4 x 28 1/4"" (52.7 x 71.7 cm)",Abby Aldrich Rockefeller Fund (by exchange),Drawing,5/28/40,http://www.moma.org/collection/works/35496,52.7,71.8
Nude with Braided Hair,Diego Rivera,(Mexican),(Male),Pencil on paper,"14 x 20"" (35.4 x 50.7 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35532,35.6,50.8
Building the Palace Of Cortez,Diego Rivera,(Mexican),(Male),Pencil on brown paper,"18 7/8 x 12 1/2"" (48 x 31.8 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35540,47.9,31.8
Day of the Dead in the Country,Diego Rivera,(Mexican),(Male),Colored chalk and charcoal on paper,"18 1/4 x 11 3/4"" (46.4 x 30 cm)",Given anonymously,Drawing,4/5/40,http://www.moma.org/collection/works/35547,,
Duncan Dancer,Abraham Walkowitz,(American),(Male),Ink and watercolor on paper,"12 1/2 x 8"" (31.7 x 20.2 cm)",Gift of Abby Aldrich Rockefeller,Drawing,9/30/40,http://www.moma.org/collection/works/38731,31.8,20.3
Isadora Duncan,Abraham Walkowitz,(American),(Male),Crayon on paper,"12 1/2 x 8"" (31.6 x 20.2 cm)",Gift of Abby Aldrich Rockefeller,Drawing,9/30/40,http://www.moma.org/collection/works/38732,31.8,20.3
St. Ives Harbor,Alfred Wallis,(British),(Male),Oil on board,"10 1/8 x 12 3/8"" (25.7 x 31.4 cm)",Gift of Ben Nicholson,Drawing,9/30/40,http://www.moma.org/collection/works/38737,,
Fernand Lí_er,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"11 1/8 x 9 1/4"" (28.3 x 23.5 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43865,28.3,23.5
Florent Fels,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"11 1/2 x 7 5/8"" (29.2 x 19.4 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43873,29.2,19.4
Alberto Giacometti,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"14 3/8 x 11 3/8"" (36.5 x 28.9 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43882,36.5,28.9
Pablo Picasso,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"15 1/8 x 11 3/8"" (38.4 x 28.9 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43892,38.4,28.9
Georges Braque,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"11 1/4 x 14 1/8"" (28.6 x 35.9 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43901,28.6,35.9
Joan Mirí_,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"11 x 11 1/8"" (27.9 x 28.3 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43910,27.9,28.3
Andrí_Derain,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"15 x 11 1/4"" (38.1 x 28.6 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43919,38.1,28.6
Max Ernst,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"15 1/2 x 11"" (39.4 x 27.9 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,,39.4,27.9
Pablo Picasso,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"13 x 9 3/8"" (33 x 23.8 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43937,33,23.8
Jacques Lipchitz,Rogi Andrí_(Rozsa Klein),(Hungarian),(Female),Gelatin silver print,"15 3/8 x 11 1/2"" (39.1 x 29.2 cm)",Gift of Frank Crowninshield,Photograph,4/5/40,http://www.moma.org/collection/works/43946,39.1,29.2
"Ocean, Bolinas, California",Ansel Adams,(American),(Male),Gelatin silver print,"7 3/8 x 9 1/8"" (18.7 x 23.2 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,18.7,23.2
"Quarry Ruins, Half-Moon Bay Road, California",Ansel Adams,(American),(Male),Gelatin silver print,"7 1/2 x 9 3/8"" (19 x 23.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,19,23.8
"Barn near Point Reyes, California",Ansel Adams,(American),(Male),Gelatin silver print,"7 3/8 x 9 3/8"" (18.7 x 23.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44344,18.7,23.8
"Barn, Point Reyes, California",Ansel Adams,(American),(Male),Gelatin silver print,"7 3/8 x 9 3/8"" (18.7 x 23.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44369,18.7,23.8
"Autumn, Yosemite Valley, California",Ansel Adams,(American),(Male),Gelatin silver print,"7 1/4 x 9 3/8"" (18.4 x 23.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44395,18.4,23.8
"Autumn, Yosemite Valley",Ansel Adams,(American),(Male),Gelatin silver print,"7 1/4 x 9 1/2"" (18.4 x 24.1 cm)
",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44420,18.4,24.1
"Barn, Stock Gate, Point Reyes, California",Ansel Adams,(American),(Male),Gelatin silver print,"6 3/8 x 9"" (16.2 x 22.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44445,16.2,22.9
"Barn Fence, Cape Cod",Ansel Adams,(American),(Male),Gelatin silver print,"8 5/8 x 12 3/8"" (21.9 x 31.4 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44469,21.9,31.4
"Church at Bodie, California",Ansel Adams,(American),(Male),Gelatin silver print,"9 5/8 x 12 3/8"" (24.4 x 31.4 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,24.4,31.4
Leaves,Ansel Adams,(American),(Male),Gelatin silver print,"8 7/8 x 11"" (22.5 x 27.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,22.5,27.9
"Barnacles, Cape Cod",Ansel Adams,(American),(Male),Gelatin silver print,"12 1/8 x 8 5/8"" (30.8 x 21.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44584,30.8,21.9
"Barn, Redwood City, California",Ansel Adams,(American),(Male),Gelatin silver print,"9 3/8 x 7 3/8"" (23.8 x 18.7 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44610,23.8,18.7
"Evening, Provincetown, Massachusetts",Ansel Adams,(American),(Male),Gelatin silver print,"8 3/8 x 11"" (21.3 x 27.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,21.3,27.9
"Tombstone Ornament, San Francisco",Ansel Adams,(American),(Male),Gelatin silver print,"7 1/4 x 8 5/8"" (18.4 x 21.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,18.4,21.9
"Old Houses at Bodie, California",Ansel Adams,(American),(Male),Gelatin silver print,"9 1/4 x 12 3/8"" (23.5 x 31.4 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,23.5,31.4
"Barnstable, Massachusetts",Ansel Adams,(American),(Male),Gelatin silver print,"8 5/8 x 11 3/8"" (21.9 x 28.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44717,21.9,28.9
New York,Ansel Adams,(American),(Male),Gelatin silver print,"12 1/4 x 9 3/8"" (31.1 x 23.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,31.1,23.8
"Old Mill at Chatham, Cape Cod, Massachusetts",Ansel Adams,(American),(Male),Gelatin silver print,"12 1/4 x 8 1/4"" (31.1 x 20.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,31.1,20.9
Hulls,Ansel Adams,(American),(Male),Gelatin silver print,"7 x 9"" (17.8 x 22.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,,17.8,22.9
Martha Graham,Imogen Cunningham,(American),(Female),Gelatin silver print,"5 1/2 x 7 5/8"" (14 x 19.4 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/44992,14,19.4
Joseph Sheriden and his Other Self,Imogen Cunningham,(American),(Female),Gelatin silver print,"9 1/8 x 7 1/2"" (23.2 x 19 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45021,23.2,19
Warner Oland,Imogen Cunningham,(American),(Female),Gelatin silver print,"8 1/2 x 6 1/2"" (21.6 x 16.5 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45053,21.6,16.5
Frida Rivera,Imogen Cunningham,(American),(Female),Gelatin silver print,"8 1/4 x 6 1/8"" (21 x 15.6 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45082,21,15.6
Roi Partridge,Imogen Cunningham,(American),(Female),Gelatin silver print,"8 3/8 x 6 1/2"" (21.3 x 16.5 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45139,21.3,16.5
Robert B. Irwin,Imogen Cunningham,(American),(Female),Gelatin silver print,"9 5/8 x 7 1/2"" (24.4 x 19 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45168,24.4,19
Mrs. Elizabeth Champney,Imogen Cunningham,(American),(Female),"Gelatin silver print, printed 1939","6 1/2 x 4 1/2"" (16.5 x 11.4 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45198,16.5,11.4
Torso,Imogen Cunningham,(American),(Female),Palladium print,"7 1/8 x 9 1/2"" (18.1 x 24.1 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45237,18.1,24.1
Roi Partridge,Imogen Cunningham,(American),(Female),Platinum print,"8 1/2 x 6 1/4"" (21.6 x 15.9 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45266,21.6,15.9
Hands Reading Braille,Imogen Cunningham,(American),(Female),Gelatin silver print,"7 1/4 x 9 3/4"" (18.4 x 24.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45294,18.4,24.8
Nude,Imogen Cunningham,(American),(Female),Gelatin silver print,"6 5/8 x 9 3/8"" (16.8 x 23.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45377,16.8,23.8
Alfred Stieglitz,Imogen Cunningham,(American),(Female),Gelatin silver print,"9 5/8 x 7 1/2"" (24.4 x 19 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45414,24.4,19
Glacial Lily,Imogen Cunningham,(American),(Female),Gelatin silver print,"8 3/8 x 7 1/4"" (21.3 x 18.4 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45606,21.3,18.4
Leaf Pattern,Imogen Cunningham,(American),(Female),Gelatin silver print,"9 1/4 x 7 1/8"" (23.5 x 18.1 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45658,23.5,18.1
"Magnolia Blossom, Tower of Jewels",Imogen Cunningham,(American),(Female),Gelatin silver print,"9 1/2 x 7"" (24.1 x 17.8 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45727,24.1,17.8
The Bruton Sisters,Imogen Cunningham,(American),(Female),Gelatin silver print,"6 7/8 x 9 1/8"" (17.5 x 23.2 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45750,17.5,23.2
Mr. and Mrs. Ozenfant,Imogen Cunningham,(American),(Female),Gelatin silver print,"9 3/8 x 7 3/8"" (23.8 x 18.7 cm)",Gift of Albert M. Bender,Photograph,4/5/40,http://www.moma.org/collection/works/45772,23.8,18.7
