Title,Artist,ConstituentID,ArtistBio,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm)
"New Orleans, Louisiana",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"6 7/16 x 9 11/16"" (16.4 x 24.6 cm)",Purchase,Photograph,Photography,10/12/00,Y,55908,http://www.moma.org/collection/works/55908,http://www.moma.org/media/W1siZiIsIjE0OTU4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99bc380ac9184e4a,16.4,24.6
New York City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),"Gelatin silver print, printed 2000","7 9/16 x 11 1/4"" (19.2 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,N,55914,,,19.2,28.6
New York City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 1/4"" (19.2 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,Y,55920,http://www.moma.org/collection/works/55920,http://www.moma.org/media/W1siZiIsIjE0OTU4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dfc56926ac80b53d,19.2,28.5
"New City, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 1/4"" (19.2 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,N,55927,,,19.2,28.5
"Tallahassee, Florida",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"5 13/16 x 8 11/16"" (14.7 x 22.1 cm)",Purchase,Photograph,Photography,10/12/00,Y,55934,http://www.moma.org/collection/works/55934,http://www.moma.org/media/W1siZiIsIjE0OTU4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=94c6916f40ec427e,14.7,22.1
New York City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"5 3/4 x 8 11/16"" (14.6 x 22 cm)",Carl Jacobs Fund,Photograph,Photography,10/12/00,Y,55941,http://www.moma.org/collection/works/55941,http://www.moma.org/media/W1siZiIsIjE0OTU4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=90cd8a6904aabc3b,14.2875,20.6375
"Madison, Wisconsin",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"6 x 9"" (15.2 x 22.9 cm)",Purchase,Photograph,Photography,10/12/00,Y,55948,http://www.moma.org/collection/works/55948,http://www.moma.org/media/W1siZiIsIjE0OTU4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=899ae1fc6bca0413,15.2,22.9
"Philadelphia, Pennsylvania",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 9/16"" (28.5 x 19.2 cm)",Purchase,Photograph,Photography,10/12/00,N,55955,,,28.5,19.2
"Minneapolis, Minnesota",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 1/4"" (19.2 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,N,55962,,,19.2,28.5
New York State,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"6 3/8 x 9 9/16"" (16.2 x 24.3 cm)",Purchase,Photograph,Photography,10/12/00,Y,55969,http://www.moma.org/collection/works/55969,http://www.moma.org/media/W1siZiIsIjE0OTU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd14b29336b78555,16.2,24.3
"Lafayette, Louisiana",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"6 7/16 x 9 5/8"" (16.3 x 24.5 cm)",Purchase,Photograph,Photography,10/12/00,Y,55976,http://www.moma.org/collection/works/55976,http://www.moma.org/media/W1siZiIsIjE0OTU5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c8feaca8b21933d,16.3,24.5
Midwestern United States,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),"Gelatin silver print, printed 2000","7 1/2 x 11 1/4"" (19.1 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,N,55983,,,19.1,28.5
,,,,,,,,,,,,,,,,,
"Albany, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"5 7/8 x 8 7/8"" (15 x 22.6 cm)",Purchase,Photograph,Photography,10/12/00,Y,55990,http://www.moma.org/collection/works/55990,http://www.moma.org/media/W1siZiIsIjQ0NTkzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27c7906f691e9b02,15,22.6
Northern United States,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 1/4"" (19.2 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,N,55997,,,19.2,28.6
"Route 9W, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"6 5/16 x 9 5/8"" (16 x 24.4 cm)",Purchase,Photograph,Photography,10/12/00,Y,56004,http://www.moma.org/collection/works/56004,http://www.moma.org/media/W1siZiIsIjE0OTU5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ffe1c583eae1634e,16,24.4
"Chicago, Illinois",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),"Gelatin silver print, printed 2000","7 1/2 x 11 1/4"" (19.1 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,N,56011,,,19.1,28.5
"Provincetown, Massachusetts",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),"Gelatin silver print, printed 2000","7 9/16 x 11 1/4"" (19.2 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,Y,56018,http://www.moma.org/collection/works/56018,http://www.moma.org/media/W1siZiIsIjE0OTU5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2242bb1e9ba3fcc2,19.2,28.5
"Haverstraw, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),"Gelatin silver print, printed 2000","8 1/16 x 12 1/16"" (20.5 x 30.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56024,,,20.5,30.6
Southern United States,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),"Gelatin silver print, printed 2000","7 1/2 x 11 1/4"" (19.1 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,N,56030,,,19.1,28.5
"Baltimore, Maryland",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 9/16 x 13 1/16"" (21.8 x 33.2 cm)",Purchase,Photograph,Photography,10/12/00,N,56036,,,21.8,33.2
New Jersey,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"13 x 8 11/16"" (33 x 22 cm)",Purchase,Photograph,Photography,10/12/00,N,56042,,,33,22
New City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"13 x 8 11/16"" (33 x 22 cm)",Purchase,Photograph,Photography,10/12/00,N,56047,,,33,22
New City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56053,,,22,33.1
Pennsylvania,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"13 x 8 11/16"" (33 x 22 cm)",Purchase,Photograph,Photography,10/12/00,N,56059,,,33,22
"Waddy, Kentucky",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56065,,,22,33.1
"Nashville, Tennessee",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"13 1/16 x 8 1/2"" (33.1 x 21.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56072,,,33.1,21.6
"Aloha, Washington",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56079,,,22,33.1
"Nashville, Tennessee",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56086,,,22,33.1
"Nashville, Tennessee",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"13 x 8 11/16"" (33 x 22 cm)",Purchase,Photograph,Photography,10/12/00,Y,56127,http://www.moma.org/collection/works/56127,http://www.moma.org/media/W1siZiIsIjE0OTYxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49bf5a27c01af5d1,33,22
New York State,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"13 x 8 11/16"" (33 x 22 cm)",Purchase,Photograph,Photography,10/12/00,N,56134,,,33,22
"Philadelphia, Pennsylvania",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,Y,56152,http://www.moma.org/collection/works/56152,http://www.moma.org/media/W1siZiIsIjE0OTYxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=892ebfb4e8c513a2,22,33.1
Florida,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,Y,56165,http://www.moma.org/collection/works/56165,http://www.moma.org/media/W1siZiIsIjE0OTYxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7c244fe29b3e208,22,33.1
"Washington, D.C.",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"12 15/16 x 8 1/2"" (32.9 x 21.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56171,,,32.9,21.6
Atlanta,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 11/16 x 13 1/16"" (22 x 33.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56177,,,22,33.1
"Iwo Jima Memorial. Arlington, Virginia",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56183,,,19.1,28.6
"In Honor of the Men and Women of the Town of North East. Millerton, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 1/4"" (19.2 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56189,,,19.2,28.6
General George Gordon Meade. Gettysburg National Military Park,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 5/8 x 11 7/16"" (19.3 x 29 cm)",Purchase,Photograph,Photography,10/12/00,N,56194,,,19.3,29
"New Orleans, Louisiana",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 3/8"" (19.1 x 28.9 cm)",Purchase,Photograph,Photography,10/12/00,N,56199,,,19.1,28.9
"Red Cross Man and Women Killed in Service. Washington, D.C.",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 x 10 5/8"" (17.8 x 27 cm)",Purchase,Photograph,Photography,10/12/00,N,56204,,,17.8,27
"Alabama State Memorial, Vicksburg National Military Park",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 3/8 x 7 9/16"" (28.9 x 19.2 cm)",Purchase,Photograph,Photography,10/12/00,N,56209,,,28.9,19.2
"Liberty. Federal Courthouse, Saint Louis, Missouri",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 3/8 x 7 5/8"" (28.9 x 19.4 cm)",Purchase,Photograph,Photography,10/12/00,N,56213,,,28.9,19.4
"The Missouri River. Jefferson City, Missouri",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 3/8 x 7 9/16"" (28.9 x 19.2 cm)",Purchase,Photograph,Photography,10/12/00,N,56218,,,28.9,19.2
"Bill ""Bojangles"" Robinson. Richmond, Virginia",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 5/16"" (19.1 x 28.7 cm)",Purchase,Photograph,Photography,10/12/00,N,56223,,,19.1,28.7
Union Position Tablet. Vicksburg National Military Park,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 5/16"" (19.2 x 28.8 cm)",Purchase,Photograph,Photography,10/12/00,N,56228,,,19.2,28.8
"Carnival Column. Milwaukee, Wisconsin",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 7/16"" (28.6 x 18.9 cm)",Purchase,Photograph,Photography,10/12/00,N,56233,,,28.6,18.9
"Stony Point, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/8"" (18.8 x 28.3 cm)",Purchase,Photograph,Photography,10/12/00,N,56238,,,18.8,28.3
"Spokane, Washington",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"10 7/8 x 7 5/16"" (27.7 x 18.5 cm)",Purchase,Photograph,Photography,10/12/00,Y,56242,http://www.moma.org/collection/works/56242,http://www.moma.org/media/W1siZiIsIjkzOTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8494eaa2f25e9239,27.7,18.5
"President James A. Garfield. Danbury, Connecticut",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 1/16 x 12 1/16"" (20.5 x 30.7 cm)",Purchase,Photograph,Photography,10/12/00,N,56245,,,20.5,30.7
"A Boy Scout Statue of Liberty. Madison, Indiana",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,Y,56248,http://www.moma.org/collection/works/56248,http://www.moma.org/media/W1siZiIsIjk0MDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e213332190d0d15b,28.5,19.1
"A Boy Scout Statue of Liberty. Wichita, Kansas",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56251,,,28.5,19.1
"Bennington Battle Monument and Seth Warner Statue. Bennington, Vermont",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56254,,,28.5,19.1
"Man Controlling Trade. Federal Trade Commission Building, Washington, D.C.",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56257,,,28.5,19.1
"Abraham and Tad Lincoln. Des Moines, Iowa",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 5/16"" (19.2 x 28.8 cm)",Purchase,Photograph,Photography,10/12/00,N,56260,,,19.2,28.8
"The Boys in Blue. Milton, Vermont",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/8"" (18.8 x 28.3 cm)",Purchase,Photograph,Photography,10/12/00,N,56263,,,18.8,28.3
"General George Rogers Clark. Louisville, Kentucky",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 5/8 x 11 3/8"" (19.3 x 28.9 cm)",Purchase,Photograph,Photography,10/12/00,Y,56266,http://www.moma.org/collection/works/56266,http://www.moma.org/media/W1siZiIsIjk0MzkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=99f64bef0d528149,19.3,28.9
"To the Loyal Sons of Griswold and Vicinity. Jewett City, Connecticut",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/8 x 7 3/8"" (28.3 x 18.8 cm)",Purchase,Photograph,Photography,10/12/00,N,56269,,,28.3,18.8
"Merchandise Mart Hall of Fame. Chicago, Illinois",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56272,,,19.1,28.6
"Bunker Hill Monument and Statue of William Prescott. Boston, Massachusetts",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/8 x 7 3/8"" (28.3 x 18.8 cm)",Purchase,Photograph,Photography,10/12/00,N,56275,,,28.3,18.8
"Volunteer Firemen. Walden, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 9/16 x 11 1/4"" (19.2 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,Y,56278,http://www.moma.org/collection/works/56278,http://www.moma.org/media/W1siZiIsIjk0NTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=efc79249e4e77180,19.2,28.6
"The Pilgrim Mother. Plymouth, Massachusetts",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,Y,56280,http://www.moma.org/collection/works/56280,http://www.moma.org/media/W1siZiIsIjk0NjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=58f5fb6b9fdc828f,28.5,19.1
"Liberty, with French, Indian, Highlander, and Green Mountain Soldiers. Ticonderoga, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/16"" (18.8 x 28.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56282,,,18.8,28.1
Mexico City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56284,,,28.5,19.1
"The Emancipation. Park Square, Boston, Massachusetts",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"12 1/16 x 8 1/16"" (30.7 x 20.4 cm)",Purchase,Photograph,Photography,10/12/00,N,56286,,,30.7,20.4
New York City,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,N,56289,,,19.1,28.6
"General Andrew Jackson. Lafayette Park, Washington, D.C.",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/8"" (18.8 x 28.3 cm)",Purchase,Photograph,Photography,10/12/00,Y,56292,http://www.moma.org/collection/works/56292,http://www.moma.org/media/W1siZiIsIjk0NzkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=59feb580d172be4c,18.8,28.3
"Seventh Regiment Doughboys, New York, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/16 x 10 5/8"" (17.9 x 27 cm)",Purchase,Photograph,Photography,10/12/00,N,56295,,,17.9,27
"Base of the Concord Monument Obelisk. North Bridge Battleground, Concord, Massachusetts",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/8"" (18.8 x 28.3 cm)",Purchase,Photograph,Photography,10/12/00,Y,56297,http://www.moma.org/collection/works/56297,http://www.moma.org/media/W1siZiIsIjk0ODYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b7f872fdd3f70c4d,18.8,28.3
"Site of the First Mormon Sunday School, Salt Lake City, Utah",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.5 cm)",Purchase,Photograph,Photography,10/12/00,N,56298,,,19.1,28.5
"George Washington, Milwaukee, Wisconsin",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56299,,,28.5,19.1
"Lincoln Memorial, Washington D.C.",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/8 x 7 3/8"" (28.3 x 18.8 cm)",Purchase,Photograph,Photography,10/12/00,N,56300,,,28.3,18.8
"Frank Luke, Jr. Capitol Grounds, Phoenix, Arizona",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/16"" (18.8 x 28.1 cm)",Purchase,Photograph,Photography,10/12/00,Y,56301,http://www.moma.org/collection/works/56301,http://www.moma.org/media/W1siZiIsIjk0OTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5e8681d14d5741fc,18.8,28.1
"Fourteenth Vermont Infantry, Gettysburg National Military Park, Pennsylvania",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 7/16 x 7 5/8"" (29 x 19.3 cm)",Purchase,Photograph,Photography,10/12/00,N,56302,,,29,19.3
"Mechanics' Monument. San Francisco, California",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 3/8 x 11 1/8"" (18.8 x 28.3 cm)",Purchase,Photograph,Photography,10/12/00,Y,56303,http://www.moma.org/collection/works/56303,http://www.moma.org/media/W1siZiIsIjk1MDciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=a9e3b82ceede19f5,18.8,28.3
World War I Monument,Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/8 x 7 3/8"" (28.3 x 18.8 cm)",Purchase,Photograph,Photography,10/12/00,N,56304,,,28.3,18.8
"In Memory of Tom Mix. Near Florence, Arizona",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 7/16 x 11 1/8"" (18.9 x 28.3 cm)",Purchase,Photograph,Photography,10/12/00,Y,56305,http://www.moma.org/collection/works/56305,http://www.moma.org/media/W1siZiIsIjk1MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=701e326fdde60f81,18.9,28.3
"The Broncho Buster. Civic Center Mall, Denver, Colorado",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"11 1/4 x 7 1/2"" (28.5 x 19.1 cm)",Purchase,Photograph,Photography,10/12/00,N,56306,,,28.5,19.1
"Theodore Roosevelt. Roosevelt Island, Washington, D.C.",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,Y,56307,http://www.moma.org/collection/works/56307,http://www.moma.org/media/W1siZiIsIjk1MzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0c7ac8911c8b92f0,19.1,28.6
"To the Men and Women Who Settled in Newbury. Newbury, Massachusetts",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,Photograph,Photography,10/12/00,Y,56308,http://www.moma.org/collection/works/56308,http://www.moma.org/media/W1siZiIsIjk1MzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=14b0e61a0ee1c0d5,19.1,28.6
"Alexander Hamilton. Grant Park, Chicago, Illinois",Lee Friedlander,2002,"(American, born 1934)",(American),(Male),Gelatin silver print,"8 1/16 x 12 1/16"" (20.5 x 30.7 cm)",Purchase,Photograph,Photography,10/12/00,N,56309,,,20.5,30.7
